cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status
6.557080556,0,Tier 1,UK,100-300,3,96.05058392,43.34365077,Cloud,Consulting,5.682573672,Placed
7.451684741,1,Tier 3,Germany,300+,0,73.10064056,61.68329843,Cloud,Manufacturing,4.203563091,Not Placed
6.810770093,0,Tier 2,UK,100-300,1,81.7214144,82.6098595,Cloud,Other,5.785276118,Placed
7.111248319,3,Tier 2,Germany,100-300,2,90.70352258,40.9006044,Data Science,Manufacturing,3.634693099,Not Placed
7.174827234,1,Tier 2,UK,Top 100,3,80.14216001,62.50067422,Core CS,Finance,5.540423349,Placed
8.347619868,0,Tier 2,Germany,Top 100,0,50.51851295,62.09103982,AI/ML,Consulting,5.41229651,Placed
7.934225649,2,Tier 1,Germany,100-300,0,85.48993404,60.47027311,Data Science,Other,3.452015497,Not Placed
7.345810361,2,Tier 1,USA,300+,1,49.60641506,62.55959304,Data Science,Manufacturing,4.799866741,Placed
9.048402367,0,Tier 1,India,300+,2,89.89884929,33.0871676,Cybersecurity,Other,5.59782582,Placed
6.619023301,1,Tier 1,USA,Top 100,0,84.11994552,41.39345976,Cybersecurity,Manufacturing,5.916676478,Not Placed
6.264492327,1,Tier 2,Canada,100-300,2,60.97561609,51.51214832,Data Science,Consulting,3.843539777,Placed
6.1903165,1,Tier 3,Canada,100-300,3,44.57094826,39.10577354,Cybersecurity,Manufacturing,5.202784305,Placed
7.977035957,2,Tier 2,USA,300+,0,74.87746332,55.63009627,Core CS,Other,4.645730929,Placed
8.196457389,1,Tier 2,Germany,300+,2,64.40988973,66.94465373,Core CS,Tech,7.085613325,Placed
7.227128847,1,Tier 1,UK,100-300,2,61.01867163,45.86909231,Cloud,Consulting,5.973640303,Placed
7.323240685,2,Tier 2,UK,100-300,1,73.32080014,42.5150154,AI/ML,Healthcare,5.52877471,Placed
7.125578369,1,Tier 2,USA,300+,1,72.62622778,78.27487017,Core CS,Manufacturing,3.588556542,Not Placed
6.220376556,3,Tier 3,Germany,100-300,1,73.28407318,67.71459439,Data Science,Finance,2.62066496,Not Placed
7.410613946,2,Tier 2,Germany,300+,2,60.76666704,58.06480735,Cybersecurity,Finance,3.126186874,Not Placed
6.752747011,1,Tier 1,USA,300+,1,73.83564402,54.05155042,Data Science,Tech,2.245192191,Not Placed
6.198226385,1,Tier 2,Canada,100-300,1,72.29433463,49.10723112,Cloud,Other,3.725120736,Placed
7.149287299,2,Tier 2,Canada,100-300,2,59.01000602,75.66800046,Cybersecurity,Other,4.041343093,Not Placed
6.783785917,1,Tier 2,Canada,100-300,2,54.52680301,71.69821594,Data Science,Consulting,1.935386751,Placed
7.1178384,1,Tier 3,UK,100-300,2,73.8081268,48.28658363,AI/ML,Tech,6.878998008,Placed
6.958885021,1,Tier 1,India,300+,1,58.86823014,88.45644441,Core CS,Manufacturing,4.340388052,Placed
6.343296862,1,Tier 3,Canada,100-300,5,60.80717517,90.02124421,AI/ML,Other,3.608540342,Placed
6.889388559,0,Tier 3,UK,300+,1,60.68775004,88.34605151,Data Science,Consulting,4.625099377,Placed
8.129085489,1,Tier 2,Canada,300+,1,82.42763638,43.75237321,Cloud,Healthcare,5.399732639,Not Placed
8.226298685,0,Tier 1,Germany,300+,1,58.89577766,58.59239486,AI/ML,Finance,6.328653543,Placed
8.563325947,0,Tier 2,USA,100-300,0,45.32727087,47.0826269,Data Science,Other,6.152325104,Not Placed
7.308170122,1,Tier 2,Germany,100-300,2,85.11180111,63.16034023,Cloud,Other,5.065688779,Placed
6.3953668,1,Tier 3,Canada,300+,1,88.66038779,71.05785326,Cloud,Consulting,2.812347483,Not Placed
6.00034807,1,Tier 3,USA,300+,4,59.9078565,63.61515894,Data Science,Manufacturing,4.641311357,Not Placed
6.349588502,1,Tier 2,Canada,300+,1,76.02931062,52.50311569,Core CS,Finance,5.249155082,Not Placed
7.521113001,1,Tier 2,USA,100-300,4,69.95635583,77.23159819,Cloud,Tech,5.339706428,Placed
6.940453257,1,Tier 3,UK,300+,2,70.29759754,78.45422935,Core CS,Consulting,3.6767793,Placed
7.652400818,2,Tier 2,Germany,100-300,3,69.67101688,88.68081498,Core CS,Healthcare,6.207406238,Placed
7.06503314,2,Tier 3,India,300+,0,63.85150967,55.18669948,Data Science,Consulting,7.75744401,Placed
7.121883898,0,Tier 3,Germany,Top 100,2,77.76868999,46.47447321,Cloud,Other,3.363749051,Placed
7.027122179,1,Tier 1,India,100-300,3,74.68174545,66.28398961,AI/ML,Other,4.305511122,Placed
7.579673423,1,Tier 2,Canada,100-300,4,93.88240021,42.05195504,Cloud,Manufacturing,5.380043234,Placed
6.287651398,0,Tier 3,USA,300+,2,49.8308817,53.60787046,Data Science,Manufacturing,4.769574164,Not Placed
7.327312738,0,Tier 1,UK,Top 100,0,59.09853267,81.53278646,Cloud,Tech,4.272045524,Placed
6.695089843,0,Tier 2,Germany,100-300,1,67.99680094,90.32375708,AI/ML,Finance,2.097394125,Not Placed
6.802893278,1,Tier 3,USA,300+,1,90.7747397,86.1598117,Cloud,Other,4.953274029,Placed
7.144850194,2,Tier 3,Canada,Top 100,2,86.59480504,46.59738828,Cybersecurity,Consulting,4.176081729,Placed
8.816554286,0,Tier 3,UK,300+,1,86.2192373,56.76188471,AI/ML,Healthcare,5.652445735,Placed
7.774345559,2,Tier 3,UK,100-300,2,68.16654742,38.70480486,Data Science,Healthcare,5.791764995,Not Placed
6.702830383,3,Tier 2,Canada,Top 100,5,79.12419343,72.06507833,Data Science,Finance,6.200220687,Placed
6.972230584,2,Tier 1,Canada,300+,2,53.6151223,61.26354616,Data Science,Healthcare,6.550078862,Placed
6.21735364,2,Tier 2,Canada,100-300,2,87.60188426,51.13020849,Data Science,Healthcare,6.004248053,Placed
6.056178601,1,Tier 3,India,100-300,2,82.11888243,81.93113402,Core CS,Healthcare,6.373210412,Not Placed
7.181924063,0,Tier 1,Germany,300+,1,57.52090323,36.47945548,AI/ML,Manufacturing,4.988742793,Not Placed
6.76009802,0,Tier 1,Canada,100-300,0,57.16124112,66.30195535,AI/ML,Healthcare,3.097040381,Placed
5.71842735,2,Tier 2,UK,100-300,0,71.8490709,75.89065682,Cybersecurity,Consulting,6.369859249,Placed
8.116547049,1,Tier 2,UK,300+,2,45.16563223,97.80193811,Cloud,Finance,4.936294263,Placed
7.227000819,1,Tier 3,Canada,100-300,2,85.64378541,73.87227522,Cybersecurity,Manufacturing,4.515559144,Placed
5.69796605,1,Tier 3,Canada,Top 100,2,86.12412856,60.6637242,Cloud,Healthcare,3.591424231,Not Placed
5.854916122,3,Tier 3,Germany,100-300,0,53.08403617,54.84414278,Cybersecurity,Other,6.028609452,Not Placed
7.06816756,4,Tier 2,Canada,300+,0,71.54430394,74.68606151,AI/ML,Tech,6.915403613,Not Placed
7.435376282,0,Tier 1,USA,100-300,0,61.50546381,53.22007664,Cybersecurity,Other,7.321292575,Placed
6.355360276,0,Tier 2,Canada,Top 100,3,93.92208978,92.88267473,AI/ML,Healthcare,6.507946124,Placed
7.478479324,1,Tier 2,India,100-300,1,55.54754431,47.38356682,Data Science,Finance,2.903625825,Placed
7.358166848,2,Tier 3,Canada,Top 100,1,70.49128439,92.08183098,Data Science,Healthcare,3.172978067,Not Placed
6.885072376,2,Tier 3,Canada,100-300,2,69.22814256,52.2641899,Cybersecurity,Manufacturing,5.796087541,Not Placed
7.595348568,1,Tier 2,Canada,100-300,0,75.99208912,77.22864079,Core CS,Manufacturing,7.240466682,Placed
6.499549839,2,Tier 2,India,300+,1,100.0,100.0,Cloud,Consulting,6.090353055,Placed
8.732044854,0,Tier 3,USA,300+,1,60.88521678,67.40608001,Cloud,Manufacturing,2.902731616,Not Placed
7.058557593,1,Tier 3,USA,100-300,5,56.8666677,65.65826873,Data Science,Tech,7.552354075,Placed
7.361654271,2,Tier 2,USA,100-300,1,68.16471947,45.05284027,Cloud,Finance,3.256491493,Not Placed
5.812448745,2,Tier 2,USA,300+,0,69.93196839,53.09000881,AI/ML,Manufacturing,2.658421234,Not Placed
6.624188429,1,Tier 1,Germany,100-300,3,76.18722147,54.2159308,AI/ML,Consulting,5.377536035,Placed
7.012558237,2,Tier 1,India,100-300,2,46.38527265,75.85067551,Cloud,Consulting,2.406375817,Not Placed
8.299742767,0,Tier 2,India,300+,1,50.15534421,50.92497042,Data Science,Finance,5.346587214,Placed
7.027221929,2,Tier 1,USA,300+,2,63.22192569,63.89540313,Cybersecurity,Healthcare,7.765742948,Placed
6.898668778,2,Tier 2,India,300+,1,85.53962114,74.16803167,AI/ML,Consulting,3.817585584,Not Placed
6.685110734,0,Tier 1,Germany,Top 100,2,77.34913705,52.45106671,Cybersecurity,Finance,4.751829768,Placed
6.435746621,0,Tier 3,UK,300+,2,69.06777291,50.99274511,Core CS,Other,3.871204864,Placed
7.16615015,4,Tier 2,USA,300+,4,78.92291849,79.29869873,Data Science,Manufacturing,5.738242058,Not Placed
6.555562576,1,Tier 2,Canada,Top 100,1,56.43349714,74.88112994,Core CS,Healthcare,4.459878211,Placed
6.222674612,2,Tier 3,UK,100-300,0,82.27763591,79.09707243,Data Science,Tech,4.224172707,Not Placed
7.26891597,1,Tier 3,Canada,100-300,0,46.23241322,48.96158118,Cybersecurity,Healthcare,6.696421732,Not Placed
5.240955235,2,Tier 2,USA,Top 100,3,75.82355429,74.07638443,AI/ML,Finance,5.530498994,Placed
5.564685191,2,Tier 2,UK,100-300,1,81.28774628,60.43579118,Core CS,Manufacturing,3.666049023,Placed
7.262248859,1,Tier 1,India,Top 100,2,72.10051725,83.02560657,Core CS,Finance,8.82260914,Placed
6.277038511,1,Tier 1,India,100-300,3,77.21059818,83.09718842,Core CS,Finance,5.610903098,Placed
6.725696911,1,Tier 1,UK,100-300,2,58.55826491,80.37511082,Data Science,Consulting,2.578143368,Not Placed
6.387163838,1,Tier 2,UK,Top 100,0,61.9835225,60.38889773,Cloud,Tech,4.516351016,Not Placed
6.805841002,1,Tier 2,Germany,100-300,1,83.98801851,64.08143169,Cloud,Finance,4.976628995,Placed
6.823228661,1,Tier 2,USA,100-300,2,83.5287098,60.94064449,AI/ML,Other,5.335446374,Not Placed
5.332709648,2,Tier 3,Canada,300+,1,88.57853691,60.04629262,Core CS,Consulting,5.945647206,Not Placed
5.339529593,2,Tier 3,USA,300+,2,77.30500489,56.72717556,Core CS,Tech,2.634764503,Not Placed
8.102773884,0,Tier 3,UK,100-300,1,60.21622631,59.01430945,Core CS,Healthcare,4.824723723,Placed
7.335687978,3,Tier 3,Germany,100-300,1,77.20317549,79.40489379,Cybersecurity,Finance,5.142929556,Not Placed
5.694979348,3,Tier 3,Canada,100-300,4,74.51243659,58.56802066,AI/ML,Finance,7.158029816,Placed
6.479997935,2,Tier 1,India,Top 100,1,57.72952853,76.33928783,Core CS,Manufacturing,4.619717583,Not Placed
7.145736502,1,Tier 2,India,100-300,2,53.50549962,30.16704663,Cloud,Manufacturing,5.951196045,Not Placed
7.73306214,0,Tier 1,UK,100-300,0,78.61992065,48.38757619,Core CS,Tech,3.508932022,Placed
7.173420451,1,Tier 1,Canada,100-300,1,88.96312261,51.17649927,Data Science,Healthcare,5.562718806,Placed
6.178904634,2,Tier 2,UK,Top 100,1,37.36157835,65.95289321,AI/ML,Consulting,4.754252894,Placed
5.937451161,1,Tier 3,USA,100-300,2,81.92727957,75.28487415,Cybersecurity,Manufacturing,2.711137946,Not Placed
7.224036274,2,Tier 3,USA,300+,1,56.78905034,60.79732967,AI/ML,Tech,5.06033656,Not Placed
6.593844697,1,Tier 2,India,300+,2,34.99416976,82.73903489,Core CS,Finance,3.236671034,Not Placed
7.062861624,1,Tier 2,Germany,100-300,3,74.92665676,68.88488248,AI/ML,Manufacturing,4.894816667,Placed
6.681373573,2,Tier 3,Germany,Top 100,1,53.14307201,48.52582626,Core CS,Consulting,5.760133238,Not Placed
5.678205858,2,Tier 1,Canada,Top 100,0,65.97902529,40.18822357,Cloud,Finance,8.601532515,Placed
6.498361108,1,Tier 1,UK,300+,0,92.4676197,54.69213089,AI/ML,Other,5.926160379,Not Placed
7.899482688,2,Tier 2,Canada,300+,0,99.37996058,49.81365165,Core CS,Other,4.614211792,Placed
6.349741128,1,Tier 3,Germany,100-300,1,60.26041442,94.67525012,Core CS,Consulting,5.713130887,Not Placed
6.780158156,2,Tier 2,Germany,Top 100,0,73.57052244,99.85165131,Cybersecurity,Finance,3.743753479,Placed
5.468751944,1,Tier 2,Germany,100-300,0,100.0,59.22666262,Cybersecurity,Other,4.047636948,Not Placed
7.122020706,1,Tier 2,India,300+,5,63.29647236,36.03651096,Core CS,Manufacturing,7.270714435,Placed
6.807739681,0,Tier 2,India,100-300,0,60.33306083,87.25512023,Data Science,Consulting,6.304494967,Placed
7.591344396,1,Tier 2,India,100-300,1,58.72835981,67.08413327,Core CS,Tech,6.805765222,Placed
6.9536288,0,Tier 1,Germany,100-300,0,39.39440434,58.6863478,Cybersecurity,Healthcare,2.231377805,Placed
5.907235431,1,Tier 1,India,300+,4,83.33231973,98.21124408,Data Science,Healthcare,4.634104758,Placed
7.587581396,1,Tier 3,Canada,100-300,0,87.74092847,57.69828005,Cybersecurity,Tech,5.701163176,Placed
7.011319412,4,Tier 2,India,300+,3,68.52307046,100.0,Data Science,Healthcare,6.950687423,Placed
6.217387481,1,Tier 1,Germany,100-300,3,43.26230042,69.49588822,Core CS,Finance,4.987314028,Placed
6.627355545,2,Tier 2,USA,300+,1,92.75322279,79.98904272,Cloud,Finance,4.485827959,Placed
6.364085082,1,Tier 3,USA,100-300,1,100.0,59.51068438,Data Science,Healthcare,4.572780944,Placed
8.347142153,0,Tier 3,Canada,Top 100,2,54.19871496,54.48833033,AI/ML,Finance,4.895380183,Placed
6.380636945,0,Tier 2,India,300+,1,62.12460162,83.7427194,Cybersecurity,Tech,4.377402352,Placed
5.869028402,1,Tier 2,UK,100-300,2,100.0,37.1015163,Cybersecurity,Other,6.107878003,Placed
7.538778237,0,Tier 2,India,300+,3,67.27516332,62.79078358,AI/ML,Finance,5.164606964,Placed
7.549565306,1,Tier 2,Germany,300+,1,68.58336106,69.29826323,Data Science,Other,4.043941548,Not Placed
6.519826498,1,Tier 1,India,100-300,0,64.91689326,54.82849451,AI/ML,Finance,4.843521522,Not Placed
7.765036002,0,Tier 1,Germany,Top 100,2,68.15355212,49.27556573,Cloud,Consulting,6.136606651,Placed
7.275030305,3,Tier 2,USA,100-300,1,76.58405682,74.58383308,Cybersecurity,Finance,5.953984683,Not Placed
8.34114985,2,Tier 3,UK,100-300,2,54.86065095,73.80733032,AI/ML,Finance,5.022602953,Placed
7.22606396,0,Tier 3,USA,100-300,1,64.39361679,56.4355189,Cybersecurity,Manufacturing,2.05724972,Placed
7.134056085,2,Tier 2,Germany,100-300,0,50.09716097,91.59820558,Core CS,Tech,4.291808544,Not Placed
6.822489383,0,Tier 1,India,100-300,0,48.83021436,55.03763582,Data Science,Other,4.253128875,Not Placed
7.508137441,0,Tier 2,Canada,300+,0,53.273191,75.98122746,Cloud,Other,6.110663991,Not Placed
6.521865853,0,Tier 3,India,100-300,0,100.0,83.96793644,AI/ML,Other,5.960706848,Not Placed
6.785304961,0,Tier 2,USA,Top 100,3,75.40571496,64.95399963,Data Science,Other,5.011445848,Placed
7.21228988,1,Tier 3,Germany,300+,3,72.53382954,50.90897602,Core CS,Tech,4.783827468,Placed
7.951576391,0,Tier 1,USA,100-300,1,39.89388094,45.71475833,Cloud,Other,5.976237789,Placed
6.550929603,0,Tier 1,Canada,100-300,1,65.75444591,69.69482557,Cybersecurity,Healthcare,5.031676592,Placed
7.285612389,3,Tier 1,India,Top 100,5,100.0,66.22491181,Core CS,Consulting,5.888462532,Placed
6.782675912,0,Tier 3,India,300+,2,73.34985433,84.36955472,AI/ML,Consulting,4.445514942,Placed
8.314702525,1,Tier 2,India,100-300,0,57.02561992,80.62643554,Cybersecurity,Healthcare,4.057329437,Placed
7.417023924,0,Tier 3,UK,300+,0,64.99828289,53.11110391,AI/ML,Tech,6.511849246,Placed
7.751165743,3,Tier 3,UK,300+,1,70.75164438,67.08520875,Core CS,Finance,5.350569461,Placed
7.098838157,1,Tier 1,Canada,Top 100,5,66.51918285,77.23565057,Cloud,Tech,2.656566845,Placed
6.633421577,0,Tier 2,Canada,Top 100,2,56.95891706,64.54528558,Core CS,Tech,5.18268086,Placed
8.820660342,1,Tier 1,India,300+,1,76.35925901,71.47309411,AI/ML,Healthcare,3.167904819,Placed
7.73231222,2,Tier 2,Germany,300+,2,65.45259882,76.4638023,AI/ML,Finance,6.626954507,Placed
6.609915021,1,Tier 3,Germany,300+,1,80.588102,46.84803928,Cloud,Finance,4.397442489,Not Placed
7.514284395,0,Tier 1,UK,100-300,0,55.17462888,50.93213346,Cloud,Manufacturing,4.571529098,Not Placed
5.988795066,1,Tier 3,Canada,100-300,0,64.11107821,83.20585288,Core CS,Tech,3.123995995,Not Placed
6.832548944,1,Tier 3,Canada,Top 100,0,84.74273573,63.70007062,Data Science,Healthcare,2.168763835,Placed
6.70353379,0,Tier 3,India,300+,3,77.90908597,66.91237296,AI/ML,Consulting,3.871717277,Placed
6.633893401,2,Tier 2,USA,Top 100,1,63.70162221,61.55654824,AI/ML,Other,4.009739843,Placed
6.500523688,2,Tier 2,Germany,100-300,1,72.64540182,40.21034144,Cloud,Consulting,8.005711836,Not Placed
6.912991881,0,Tier 3,Canada,100-300,1,52.44887574,80.8366429,Cybersecurity,Consulting,6.154452712,Not Placed
5.374116989,2,Tier 1,Canada,Top 100,1,92.18347044,67.85355527,Core CS,Manufacturing,3.92015925,Not Placed
7.327854926,0,Tier 2,Germany,300+,1,65.93527562,65.21587003,Core CS,Manufacturing,7.666486708,Placed
5.825979787,2,Tier 2,Canada,100-300,0,77.42707613,50.62449245,Cloud,Manufacturing,3.791230044,Not Placed
7.75033243,0,Tier 3,USA,300+,1,49.10252434,100.0,Cloud,Consulting,3.547719776,Placed
6.961078119,1,Tier 1,Canada,300+,2,65.466071,66.57200774,Data Science,Finance,2.145652091,Placed
6.105657914,2,Tier 2,Canada,300+,0,79.59445413,54.23272077,Data Science,Healthcare,4.405971088,Not Placed
5.603434054,3,Tier 3,Germany,300+,0,59.67796268,61.49727228,AI/ML,Consulting,3.878861413,Placed
8.112166039,0,Tier 3,Canada,100-300,1,72.90270688,75.96938877,Cybersecurity,Healthcare,4.710504322,Placed
7.537224937,0,Tier 2,India,100-300,1,73.32720047,92.90282165,AI/ML,Tech,3.957730177,Placed
8.562333906,0,Tier 3,Canada,Top 100,3,60.27698049,60.37262222,AI/ML,Other,6.806455615,Placed
4.662919613,5,Tier 2,Germany,300+,1,89.80030939,50.16113854,Cybersecurity,Healthcare,4.183188166,Not Placed
8.397192505,0,Tier 3,India,300+,2,74.68380782,74.03736362,Data Science,Other,6.735646405,Placed
7.398577399,1,Tier 2,Germany,100-300,0,100.0,66.18230842,AI/ML,Healthcare,8.022466578,Not Placed
6.262512149,4,Tier 2,Canada,100-300,2,100.0,63.5542893,Cybersecurity,Consulting,3.617014904,Not Placed
6.751786595,2,Tier 1,India,100-300,3,71.79379082,91.99421326,Data Science,Consulting,4.939996879,Placed
6.7944439,5,Tier 2,Germany,300+,2,85.953306,50.65504265,Core CS,Healthcare,5.899191609,Not Placed
6.983551554,1,Tier 3,Germany,100-300,1,59.62767879,66.69502901,Cloud,Manufacturing,5.061497906,Placed
7.413557213,3,Tier 1,Canada,Top 100,5,92.83491785,60.40439275,Data Science,Finance,4.959256985,Placed
7.9602094,1,Tier 2,Canada,Top 100,1,63.70497778,81.17618969,Cloud,Finance,6.808874206,Placed
6.802743157,1,Tier 2,India,300+,1,87.85066961,59.47048832,AI/ML,Other,3.940149767,Not Placed
6.864701851,1,Tier 2,Canada,300+,1,86.71632425,69.97551917,Data Science,Healthcare,3.95122298,Not Placed
7.278049291,0,Tier 2,USA,100-300,0,82.04475526,81.01122475,Core CS,Other,4.781764175,Placed
6.006202773,5,Tier 2,Canada,100-300,0,67.89128563,70.51015249,Cybersecurity,Other,4.556984687,Not Placed
8.017513938,0,Tier 3,Germany,300+,0,39.71607585,40.20740812,Core CS,Consulting,6.371333708,Placed
6.643053253,0,Tier 2,USA,100-300,1,65.4188482,53.031223,Data Science,Consulting,5.728231944,Placed
6.486618285,1,Tier 3,India,100-300,3,70.18736086,60.61825649,Cloud,Other,5.059385038,Not Placed
6.934279057,2,Tier 2,USA,100-300,4,75.60884154,75.58187049,Cybersecurity,Finance,3.365451895,Placed
7.664129098,0,Tier 2,India,Top 100,2,84.50945518,59.92949298,Core CS,Manufacturing,2.886817903,Placed
5.316200395,2,Tier 2,Germany,100-300,2,69.0613142,59.75206008,Core CS,Manufacturing,6.589679985,Not Placed
5.978050717,2,Tier 2,USA,Top 100,3,79.71942344,69.47439748,Cybersecurity,Consulting,7.138237937,Placed
6.788515333,1,Tier 1,Canada,300+,1,66.313284,69.95996399,Core CS,Consulting,5.462339844,Placed
7.019375565,0,Tier 2,India,100-300,0,100.0,81.28940987,Data Science,Manufacturing,2.250430528,Placed
7.310862884,0,Tier 2,India,100-300,1,62.36764671,49.23018978,Core CS,Manufacturing,4.94304478,Placed
7.542340697,1,Tier 3,India,300+,1,50.40549424,88.56436902,AI/ML,Healthcare,2.995872958,Placed
6.915241317,3,Tier 2,Canada,100-300,1,76.45508072,65.26601631,Cloud,Tech,6.493966538,Placed
6.22987919,2,Tier 1,UK,300+,0,78.78076864,37.77499979,Cloud,Tech,4.228199833,Not Placed
7.853339752,1,Tier 3,USA,100-300,1,55.88429676,82.57884498,Cybersecurity,Manufacturing,3.997472295,Placed
7.837821127,2,Tier 3,Germany,300+,1,52.03501143,58.46050805,Cloud,Manufacturing,6.229736351,Placed
5.927942343,3,Tier 3,India,Top 100,1,65.55962798,47.04336265,Cloud,Healthcare,3.955180905,Not Placed
7.068475763,1,Tier 1,Germany,300+,0,76.50920935,69.00132486,Cybersecurity,Manufacturing,3.395032186,Placed
7.086159559,1,Tier 1,India,Top 100,3,55.20779164,88.58634521,Data Science,Healthcare,1.13083701,Placed
7.125716627,1,Tier 2,USA,100-300,1,67.90666941,67.86430566,Data Science,Tech,6.831287484,Not Placed
6.389371117,2,Tier 3,India,300+,1,56.9881675,85.9956477,AI/ML,Tech,3.361604089,Placed
5.291360121,3,Tier 3,UK,300+,1,45.18346633,49.04205285,AI/ML,Other,6.63840855,Not Placed
7.40067558,0,Tier 2,UK,300+,1,73.48752249,89.39755034,Cybersecurity,Other,2.263655976,Placed
6.731889775,3,Tier 1,India,100-300,1,67.02997175,51.285348,Cybersecurity,Tech,3.952543158,Placed
7.014747146,1,Tier 1,Canada,300+,1,42.68180968,56.30019355,Core CS,Tech,5.879354671,Placed
7.011203974,0,Tier 1,USA,100-300,1,63.19919993,59.5447036,Cybersecurity,Other,2.497923824,Placed
5.920315795,2,Tier 2,Canada,300+,2,100.0,58.58043744,AI/ML,Consulting,5.551699527,Not Placed
6.744756851,1,Tier 2,UK,300+,2,67.13604358,70.38291612,Cybersecurity,Finance,4.845034057,Not Placed
7.662583752,3,Tier 2,USA,100-300,0,84.47990892,68.64984673,Cloud,Healthcare,6.854472013,Placed
6.707458334,2,Tier 2,UK,300+,2,68.46525263,71.79589359,Cloud,Consulting,3.427858904,Placed
6.183013746,1,Tier 2,Germany,Top 100,2,78.80727526,73.6092026,Cybersecurity,Other,6.645222516,Placed
7.95400601,2,Tier 2,Germany,Top 100,5,77.37985632,48.79854077,Data Science,Manufacturing,3.05790824,Placed
6.643597983,0,Tier 1,USA,300+,1,59.44311093,85.28499507,Core CS,Healthcare,1.472225978,Placed
8.149143616,0,Tier 1,Germany,300+,0,91.7821987,55.14242443,Core CS,Other,5.099540725,Placed
6.397265704,3,Tier 1,USA,300+,1,90.6358464,70.29922997,Cloud,Healthcare,6.237456874,Placed
7.766708656,3,Tier 2,USA,300+,3,59.91728716,56.03366485,Core CS,Other,5.595163994,Not Placed
5.580824307,3,Tier 1,Germany,300+,1,88.99779874,80.56055165,AI/ML,Manufacturing,4.744173407,Not Placed
6.82325462,1,Tier 2,Germany,300+,0,81.9124539,38.10881539,Core CS,Tech,4.254109431,Not Placed
7.054697253,0,Tier 3,USA,Top 100,1,73.74576966,81.70305903,Cybersecurity,Healthcare,6.288276808,Placed
6.534350933,1,Tier 1,UK,100-300,1,66.60604938,56.39359481,AI/ML,Manufacturing,5.089809881,Not Placed
6.127226856,0,Tier 1,India,300+,0,51.09169281,45.27916446,Cloud,Manufacturing,6.756488163,Not Placed
6.567698929,1,Tier 2,USA,Top 100,0,60.11687345,95.54730916,Data Science,Healthcare,4.595613562,Not Placed
7.98308524,1,Tier 3,Germany,100-300,1,79.86347179,49.72319088,Data Science,Manufacturing,4.488214076,Placed
7.177707017,2,Tier 1,USA,300+,3,65.99949528,56.94027389,Cloud,Finance,5.580432597,Placed
5.723284825,3,Tier 2,Germany,100-300,1,74.80233602,67.80912821,Core CS,Healthcare,2.882511053,Placed
7.796332152,2,Tier 3,USA,300+,2,79.0750222,63.91476426,Core CS,Other,4.96912266,Not Placed
8.923870034,0,Tier 1,Canada,300+,1,86.23108896,85.89870424,AI/ML,Other,9.038545637,Placed
7.063238242,2,Tier 2,UK,300+,1,90.1271021,90.38259978,Cybersecurity,Tech,5.674270466,Placed
7.685361984,1,Tier 2,USA,100-300,0,79.37149711,53.85528616,Data Science,Healthcare,5.361791599,Not Placed
7.157833813,2,Tier 2,India,100-300,2,85.35826402,35.4581646,Data Science,Healthcare,5.825305587,Placed
6.906742923,0,Tier 2,UK,100-300,4,67.72175559,96.5203689,Cloud,Healthcare,6.954264087,Placed
7.952379988,2,Tier 2,USA,Top 100,1,53.75988081,81.64806886,Cloud,Other,4.54919694,Not Placed
7.513557704,0,Tier 2,Germany,300+,0,67.01984377,61.19326635,Data Science,Tech,3.530334197,Not Placed
7.116669176,2,Tier 1,India,100-300,2,79.53794059,67.25894007,Data Science,Consulting,4.385128981,Placed
7.625458297,2,Tier 2,UK,100-300,1,80.1464912,63.59200787,Core CS,Consulting,7.334968538,Placed
6.613612859,1,Tier 3,Canada,300+,1,72.95748364,65.92029846,AI/ML,Healthcare,6.928110885,Placed
7.404376127,1,Tier 3,UK,100-300,1,45.29080547,70.37414741,AI/ML,Manufacturing,6.371983114,Placed
6.348477743,2,Tier 2,Canada,300+,0,91.38545383,45.69131809,Core CS,Healthcare,3.627835884,Not Placed
8.951801925,0,Tier 2,India,300+,2,58.96084129,44.18731609,Cybersecurity,Healthcare,4.471186003,Placed
7.660078612,2,Tier 2,India,100-300,1,86.92150835,59.38147572,Cloud,Healthcare,4.508090562,Placed
7.257665849,3,Tier 1,UK,Top 100,1,70.89585605,61.24260191,Data Science,Other,3.475714797,Placed
7.556691071,0,Tier 2,India,100-300,2,77.7815197,57.60125894,Data Science,Healthcare,5.279172572,Placed
7.373236249,1,Tier 1,Canada,300+,1,61.32962289,74.20218684,Core CS,Manufacturing,5.15540944,Not Placed
7.483241316,2,Tier 2,Canada,Top 100,2,81.92191269,82.23155415,Cloud,Healthcare,4.172457449,Placed
6.699592815,0,Tier 1,Canada,100-300,2,61.39569743,40.65290449,Cloud,Tech,5.115100384,Placed
5.33540758,1,Tier 1,UK,300+,0,90.35936872,52.34329454,Data Science,Consulting,5.550214071,Not Placed
6.3403102,0,Tier 3,Germany,100-300,1,74.06717333,51.00763516,Cybersecurity,Healthcare,4.354022597,Placed
8.356040832,1,Tier 2,Canada,300+,1,67.32732751,88.22613819,Core CS,Other,5.884294757,Placed
6.298580975,0,Tier 1,Canada,300+,2,78.06185331,68.10410102,Core CS,Consulting,5.261824805,Not Placed
